"district_ID","time.y","gap"
3,"2016-01-24-58",3.4409124983182
3,"2016-01-24-70",3.43010565458081
3,"2016-01-24-82",3.40710982051214
3,"2016-01-24-94",3.3845085228123
3,"2016-01-24-106",3.3647184122093
3,"2016-01-24-118",3.34285746212125
3,"2016-01-24-130",3.31897990882038
3,"2016-01-24-142",3.30257203210703
3,"2016-01-26-46",3.28175961132124
3,"2016-01-26-58",3.26822887327965
3,"2016-01-26-70",3.26179610580296
3,"2016-01-26-82",3.25319295053612
3,"2016-01-26-94",3.24022092609556
3,"2016-01-26-106",3.21852301810831
3,"2016-01-26-118",3.2015859184306
3,"2016-01-26-130",3.19148776545847
3,"2016-01-26-142",3.17067371481418
3,"2016-01-28-58",3.15448401407185
3,"2016-01-28-70",3.14494672338335
3,"2016-01-28-82",3.13555087556524
3,"2016-01-28-94",3.11999068097134
3,"2016-01-28-106",3.09612381460151
3,"2016-01-28-118",3.08109624461429
3,"2016-01-28-130",3.09082367051645
3,"2016-01-28-142",3.07404381045245
3,"2016-01-30-46",3.05951235888031
3,"2016-01-30-58",3.04318793357763
3,"2016-01-30-70",3.02708978743756
3,"2016-01-30-82",3.02300084959412
3,"2016-01-30-94",3.00727179979143
3,"2016-01-30-106",2.99562418780037
3,"2016-01-30-118",2.98413306963646
3,"2016-01-30-130",2.97469992828615
3,"2016-01-30-142",2.95972053360778
4,"2016-01-22-46",2.95619490208654
4,"2016-01-22-58",3.4108157871773
4,"2016-01-22-70",3.45474841682327
4,"2016-01-22-82",3.60453879251048
4,"2016-01-22-94",3.62377851038313
4,"2016-01-22-106",3.64386635238467
4,"2016-01-22-118",3.74613947235392
4,"2016-01-22-130",3.7830817883378
4,"2016-01-22-142",3.77186404034308
4,"2016-01-24-58",3.78359107170969
4,"2016-01-24-70",3.79865941105616
4,"2016-01-24-82",3.83603661134479
4,"2016-01-24-94",3.82686997936301
4,"2016-01-24-106",3.81412618049063
4,"2016-01-24-118",3.81337765503974
4,"2016-01-24-130",3.84793205341769
4,"2016-01-24-142",3.83533806984465
4,"2016-01-26-46",3.83449890863481
4,"2016-01-26-58",4.16124562634116
4,"2016-01-26-70",4.18466327315133
4,"2016-01-26-82",4.2323877629091
4,"2016-01-26-94",4.22482389287895
4,"2016-01-26-106",4.21254473819313
4,"2016-01-26-118",4.19690953350619
4,"2016-01-26-130",4.2259462391836
4,"2016-01-26-142",4.21391200921879
4,"2016-01-28-58",4.5259965325402
4,"2016-01-28-70",4.51271791087205
4,"2016-01-28-82",4.52419767436034
4,"2016-01-28-94",4.53249646178682
4,"2016-01-28-106",4.53310818004615
4,"2016-01-28-118",4.57147778043869
4,"2016-01-28-130",4.62596061325953
4,"2016-01-28-142",4.60972496872255
4,"2016-01-30-46",4.62926625224456
4,"2016-01-30-58",4.61763233077445
4,"2016-01-30-70",4.63251078093233
4,"2016-01-30-82",4.65306831396033
4,"2016-01-30-94",4.66906946621847
4,"2016-01-30-106",4.66329539071609
4,"2016-01-30-118",4.65901188617146
4,"2016-01-30-130",4.66806445011928
4,"2016-01-30-142",4.65815752883164
5,"2016-01-22-46",4.64131579523601
5,"2016-01-22-58",4.63163195273852
5,"2016-01-22-70",4.61508828673265
5,"2016-01-22-82",4.59732166866876
5,"2016-01-22-94",4.57972611845417
5,"2016-01-22-106",4.56366705093657
5,"2016-01-22-118",4.54640038270146
5,"2016-01-22-130",4.53065044880686
5,"2016-01-22-142",4.51235710917507
5,"2016-01-24-58",4.49423519307397
5,"2016-01-24-70",4.48959776886728
5,"2016-01-24-82",4.47573181746781
5,"2016-01-24-94",4.46067622398638
5,"2016-01-24-106",4.44313752323676
5,"2016-01-24-118",4.42575888885644
5,"2016-01-24-130",4.40853803714882
5,"2016-01-24-142",4.39405337377922
5,"2016-01-26-46",4.38226626194181
5,"2016-01-26-58",4.36930738737498
5,"2016-01-26-70",4.36408766417025
5,"2016-01-26-82",4.36017835570943
5,"2016-01-26-94",4.34498271411556
5,"2016-01-26-106",4.32992020079597
5,"2016-01-26-118",4.31374366206324
5,"2016-01-26-130",4.29894659764417
5,"2016-01-26-142",4.28304420579098
5,"2016-01-28-58",4.28200232527887
5,"2016-01-28-70",4.26631733507638
5,"2016-01-28-82",4.25076575305302
5,"2016-01-28-94",4.23776418442042
5,"2016-01-28-106",4.22848224392311
5,"2016-01-28-118",4.2168829065198
5,"2016-01-28-130",4.20418845035822
5,"2016-01-28-142",4.19041316524426
5,"2016-01-30-46",4.17675172546181
5,"2016-01-30-58",4.17025318823926
5,"2016-01-30-70",4.15795990219866
5,"2016-01-30-82",4.1515875160443
5,"2016-01-30-94",4.13715557798157
5,"2016-01-30-106",4.12284016075672
5,"2016-01-30-118",4.10863979280922
5,"2016-01-30-130",4.09455302780531
5,"2016-01-30-142",4.08057844409266
6,"2016-01-22-46",4.07124465549439
6,"2016-01-22-58",4.17585149431458
6,"2016-01-22-70",4.19546142194315
6,"2016-01-22-82",4.23056043393664
6,"2016-01-22-94",4.22311696196577
6,"2016-01-22-106",4.21019409276766
6,"2016-01-22-118",4.1984734948864
6,"2016-01-22-130",4.18684295648392
6,"2016-01-22-142",4.17311560252823
6,"2016-01-24-58",4.17907931655698
6,"2016-01-24-70",4.18066410751075
6,"2016-01-24-82",4.18223693132679
6,"2016-01-24-94",4.1707251848404
6,"2016-01-24-106",4.16056260411976
6,"2016-01-24-118",4.14834804261725
6,"2016-01-24-130",4.13516473315978
6,"2016-01-24-142",4.12313362113502
6,"2016-01-26-46",4.11749349417766
6,"2016-01-26-58",4.1943273771696
6,"2016-01-26-70",4.19892364966543
6,"2016-01-26-82",4.19105134816388
6,"2016-01-26-94",4.17807595699309
6,"2016-01-26-106",4.17238815856454
6,"2016-01-26-118",4.16059986329771
6,"2016-01-26-130",4.14787631631515
6,"2016-01-26-142",4.13828887575784
6,"2016-01-28-58",4.19449224620549
6,"2016-01-28-70",4.18987645895613
6,"2016-01-28-82",4.19030812457612
6,"2016-01-28-94",4.18174576256441
6,"2016-01-28-106",4.16926293939257
6,"2016-01-28-118",4.15983995741222
6,"2016-01-28-130",4.1504820898187
6,"2016-01-28-142",4.13823877981923
6,"2016-01-30-46",4.13979145725365
6,"2016-01-30-58",4.13547987250071
6,"2016-01-30-70",4.13314125285299
6,"2016-01-30-82",4.12888237215739
6,"2016-01-30-94",4.12850952055038
6,"2016-01-30-106",4.12141487255648
6,"2016-01-30-118",4.11245387292234
6,"2016-01-30-130",4.1016460925422
6,"2016-01-30-142",4.09470882922062
7,"2016-01-22-46",4.11903794323419
7,"2016-01-22-58",4.13566648816378
7,"2016-01-22-70",4.13622329617834
7,"2016-01-22-82",4.23967636457073
7,"2016-01-22-94",4.60526906811806
7,"2016-01-22-106",6.27370962816215
7,"2016-01-22-118",6.40418917632806
7,"2016-01-22-130",6.72075218965312
7,"2016-01-22-142",6.73252993592013
7,"2016-01-24-58",6.74994535167933
7,"2016-01-24-70",6.77974531887219
7,"2016-01-24-82",6.81479587557517
7,"2016-01-24-94",6.8098777295709
7,"2016-01-24-106",6.81669174110221
7,"2016-01-24-118",6.81197241586529
7,"2016-01-24-130",6.85622606117993
7,"2016-01-24-142",6.84949236172839
7,"2016-01-26-46",6.9545025770784
7,"2016-01-26-58",7.02441113915328
7,"2016-01-26-70",7.05779737734214
7,"2016-01-26-82",7.25040807891149
7,"2016-01-26-94",7.41794592156799
7,"2016-01-26-106",8.01946432351173
7,"2016-01-26-118",8.13293192059099
7,"2016-01-26-130",8.43569634566718
7,"2016-01-26-142",8.42682621740814
7,"2016-01-28-58",8.50205736779217
7,"2016-01-28-70",8.52299226343031
7,"2016-01-28-82",8.54976485560212
7,"2016-01-28-94",8.68588599773556
7,"2016-01-28-106",9.12904445590045
7,"2016-01-28-118",9.35702496696388
7,"2016-01-28-130",9.76166722145515
7,"2016-01-28-142",9.79741198993685
7,"2016-01-30-46",9.8122539499704
7,"2016-01-30-58",9.80773836703857
7,"2016-01-30-70",9.88768603665686
7,"2016-01-30-82",10.0463798831008
7,"2016-01-30-94",10.1836009853629
7,"2016-01-30-106",10.2536413108087
7,"2016-01-30-118",10.2415817324325
7,"2016-01-30-130",10.3305680962784
7,"2016-01-30-142",10.3175878168232
8,"2016-01-22-46",10.5393088819927
8,"2016-01-22-58",10.9259670322522
8,"2016-01-22-70",10.963122836322
8,"2016-01-22-82",11.2424113415148
8,"2016-01-22-94",11.4336705882351
8,"2016-01-22-106",12.16417018175
8,"2016-01-22-118",12.2104944014291
8,"2016-01-22-130",12.7332793397052
8,"2016-01-22-142",12.727614636307
8,"2016-01-24-58",12.8146754054721
8,"2016-01-24-70",12.9854336399593
8,"2016-01-24-82",13.0321352460559
8,"2016-01-24-94",13.0281845439333
8,"2016-01-24-106",13.0172866766161
8,"2016-01-24-118",13.0126278159311
8,"2016-01-24-130",13.1245522704835
8,"2016-01-24-142",13.1051534502912
8,"2016-01-26-46",13.5820471542921
8,"2016-01-26-58",14.2174984145786
8,"2016-01-26-70",14.3995798575758
8,"2016-01-26-82",14.7236565976284
8,"2016-01-26-94",15.0177341222387
8,"2016-01-26-106",15.2007399719261
8,"2016-01-26-118",15.2100128066937
8,"2016-01-26-130",15.5339277668577
8,"2016-01-26-142",15.5200974447011
8,"2016-01-28-58",16.0792971559761
8,"2016-01-28-70",16.1845981237813
8,"2016-01-28-82",16.2923583928237
8,"2016-01-28-94",16.5587728644463
8,"2016-01-28-106",16.7470125728637
8,"2016-01-28-118",16.9561730121645
8,"2016-01-28-130",17.332753904571
8,"2016-01-28-142",17.3284073381118
8,"2016-01-30-46",17.4100654146911
8,"2016-01-30-58",17.4920321320945
8,"2016-01-30-70",17.842264821465
8,"2016-01-30-82",18.3437901906233
8,"2016-01-30-94",18.633822172961
8,"2016-01-30-106",18.6291773338054
8,"2016-01-30-118",18.5969417039646
8,"2016-01-30-130",18.6001966321115
8,"2016-01-30-142",18.5682692154249
9,"2016-01-22-46",18.5306080599927
9,"2016-01-22-58",18.5050193717549
9,"2016-01-22-70",18.4670032921767
9,"2016-01-22-82",18.434735552346
9,"2016-01-22-94",18.400544008201
9,"2016-01-22-106",18.36720954622
9,"2016-01-22-118",18.3333463540554
9,"2016-01-22-130",18.2996461896385
9,"2016-01-22-142",18.2654219519369
9,"2016-01-24-58",18.2361495402708
9,"2016-01-24-70",18.2056526448951
9,"2016-01-24-82",18.1712193401776
9,"2016-01-24-94",18.1369495586169
9,"2016-01-24-106",18.1035186731799
9,"2016-01-24-118",18.0709204572423
9,"2016-01-24-130",18.0378028520123
9,"2016-01-24-142",18.0028274100284
9,"2016-01-26-46",17.9686851863135
9,"2016-01-26-58",17.9881070450859
9,"2016-01-26-70",17.9688232094432
9,"2016-01-26-82",17.9429889002611
9,"2016-01-26-94",17.913963094499
9,"2016-01-26-106",17.8811084780634
9,"2016-01-26-118",17.8497228881858
9,"2016-01-26-130",17.8171675868293
9,"2016-01-26-142",17.7834510057281
9,"2016-01-28-58",17.7747252848018
9,"2016-01-28-70",17.7451788859397
9,"2016-01-28-82",17.7138163783599
9,"2016-01-28-94",17.6806507174422
9,"2016-01-28-106",17.6521630381716
9,"2016-01-28-118",17.6225136903558
9,"2016-01-28-130",17.5917108968737
9,"2016-01-28-142",17.5591209529131
9,"2016-01-30-46",17.5225013215557
9,"2016-01-30-58",17.4940600299382
9,"2016-01-30-70",17.465745465909
9,"2016-01-30-82",17.4375567443867
9,"2016-01-30-94",17.4082263642517
9,"2016-01-30-106",17.3796573945152
9,"2016-01-30-118",17.3505843181551
9,"2016-01-30-130",17.3197535494848
9,"2016-01-30-142",17.2896850475108
10,"2016-01-22-46",17.2578720048951
10,"2016-01-22-58",17.2361791689533
10,"2016-01-22-70",17.2046243851905
10,"2016-01-22-82",17.1756896408357
10,"2016-01-22-94",17.1468803102335
10,"2016-01-22-106",17.1151072151559
10,"2016-01-22-118",17.0834711574569
10,"2016-01-22-130",17.0525858387892
10,"2016-01-22-142",17.022446195922
10,"2016-01-24-58",16.9936588328714
10,"2016-01-24-70",16.9625539051724
10,"2016-01-24-82",16.9334074281697
10,"2016-01-24-94",16.90499199266
10,"2016-01-24-106",16.8748799539089
10,"2016-01-24-118",16.846707966077
10,"2016-01-24-130",16.8192576201468
10,"2016-01-24-142",16.7889162053179
10,"2016-01-26-46",16.7599019589976
10,"2016-01-26-58",16.7357968088618
10,"2016-01-26-70",16.7070162772638
10,"2016-01-26-82",16.678951328585
10,"2016-01-26-94",16.6492205775536
10,"2016-01-26-106",16.6231698000002
10,"2016-01-26-118",16.5948613970434
10,"2016-01-26-130",16.5690297839512
10,"2016-01-26-142",16.5397731098183
10,"2016-01-28-58",16.5129854883682
10,"2016-01-28-70",16.4857218934854
10,"2016-01-28-82",16.4568164781256
10,"2016-01-28-94",16.4280290440531
10,"2016-01-28-106",16.3999405698634
10,"2016-01-28-118",16.3719662101944
10,"2016-01-28-130",16.3441052382022
10,"2016-01-28-142",16.3157792325901
10,"2016-01-30-46",16.2904493549545
10,"2016-01-30-58",16.2634963083387
10,"2016-01-30-70",16.2452573588694
10,"2016-01-30-82",16.2207949821798
10,"2016-01-30-94",16.1952881946604
10,"2016-01-30-106",16.168173741906
10,"2016-01-30-118",16.1411671920335
10,"2016-01-30-130",16.1159695167209
10,"2016-01-30-142",16.088607938594
11,"2016-01-22-46",16.0624838144745
11,"2016-01-22-58",16.035899334788
11,"2016-01-22-70",16.0099815731217
11,"2016-01-22-82",15.985848121232
11,"2016-01-22-94",15.9618092044084
11,"2016-01-22-106",15.9378642420337
11,"2016-01-22-118",15.91234134915
11,"2016-01-22-130",15.88914122461
11,"2016-01-22-142",15.8632580168043
11,"2016-01-24-58",15.8413489000082
11,"2016-01-24-70",15.816763562239
11,"2016-01-24-82",15.7928240081417
11,"2016-01-24-94",15.7678770746483
11,"2016-01-24-106",15.7430259330005
11,"2016-01-24-118",15.7177226610799
11,"2016-01-24-130",15.6947007233501
11,"2016-01-24-142",15.6690418120858
11,"2016-01-26-46",15.6445681169056
11,"2016-01-26-58",15.6294114677734
11,"2016-01-26-70",15.611605168692
11,"2016-01-26-82",15.5816664966214
11,"2016-01-26-94",15.557019406379
11,"2016-01-26-106",15.5340779772289
11,"2016-01-26-118",15.5090767787677
11,"2016-01-26-130",15.4857752635984
11,"2016-01-26-142",15.4625608801631
11,"2016-01-28-58",15.4452966570072
11,"2016-01-28-70",15.4217137368099
11,"2016-01-28-82",15.3987492244901
11,"2016-01-28-94",15.3753401950021
11,"2016-01-28-106",15.3449644101209
11,"2016-01-28-118",15.3152595325443
11,"2016-01-28-130",15.2911029717674
11,"2016-01-28-142",15.2686091055999
11,"2016-01-30-46",15.2535275206172
11,"2016-01-30-58",15.2237551393731
11,"2016-01-30-70",15.2009978358723
11,"2016-01-30-82",15.1814434970748
11,"2016-01-30-94",15.1593654843653
11,"2016-01-30-106",15.1384032386619
11,"2016-01-30-118",15.1180336212377
11,"2016-01-30-130",15.0961903510656
11,"2016-01-30-142",15.0739111070855
12,"2016-01-22-46",15.0537664058419
12,"2016-01-22-58",15.034189015666
12,"2016-01-22-70",15.0141979282187
12,"2016-01-22-82",14.9993802783286
12,"2016-01-22-94",14.9815604510195
12,"2016-01-22-106",14.9754909991125
12,"2016-01-22-118",14.9608224022578
12,"2016-01-22-130",14.946205769056
12,"2016-01-22-142",14.9422468714261
12,"2016-01-24-58",14.922676941681
12,"2016-01-24-70",14.9077030831171
12,"2016-01-24-82",14.8887657792771
12,"2016-01-24-94",14.8739029048594
12,"2016-01-24-106",14.8585920505021
12,"2016-01-24-118",14.842336673181
12,"2016-01-24-130",14.8286280028525
12,"2016-01-24-142",14.8046267549581
12,"2016-01-26-46",14.7885564127346
12,"2016-01-26-58",14.7957975462139
12,"2016-01-26-70",14.8173346362689
12,"2016-01-26-82",14.7920788044733
12,"2016-01-26-94",14.778127852451
12,"2016-01-26-106",14.7648308875614
12,"2016-01-26-118",14.738872314396
12,"2016-01-26-130",14.7280243569042
12,"2016-01-26-142",14.7211120405929
12,"2016-01-28-58",14.7142232584325
12,"2016-01-28-70",14.6961928362115
12,"2016-01-28-82",14.6749895571099
12,"2016-01-28-94",14.6495306400913
12,"2016-01-28-106",14.6403943855492
12,"2016-01-28-118",14.6199222462793
12,"2016-01-28-130",14.6089478023336
12,"2016-01-28-142",14.6128640249464
12,"2016-01-30-46",14.6095935361493
12,"2016-01-30-58",14.5905821850235
12,"2016-01-30-70",14.5754455739921
12,"2016-01-30-82",14.5575062793073
12,"2016-01-30-94",14.5410504089524
12,"2016-01-30-106",14.527017651384
12,"2016-01-30-118",14.5106672717366
12,"2016-01-30-130",14.4981462704081
12,"2016-01-30-142",14.4861375851461
13,"2016-01-22-46",14.466175943042
13,"2016-01-22-58",14.4566036634413
13,"2016-01-22-70",14.4372267027901
13,"2016-01-22-82",14.4183806625337
13,"2016-01-22-94",14.398196275232
13,"2016-01-22-106",14.3785434625511
13,"2016-01-22-118",14.358954606025
13,"2016-01-22-130",14.3398934163183
13,"2016-01-22-142",14.322283559788
13,"2016-01-24-58",14.3042683722339
13,"2016-01-24-70",14.2881572485068
13,"2016-01-24-82",14.2697949860722
13,"2016-01-24-94",14.2514918205742
13,"2016-01-24-106",14.2327885275674
13,"2016-01-24-118",14.2136871232693
13,"2016-01-24-130",14.1969330942937
13,"2016-01-24-142",14.1784069421791
13,"2016-01-26-46",14.1613066137844
13,"2016-01-26-58",14.1624508066714
13,"2016-01-26-70",14.1513353493768
13,"2016-01-26-82",14.1325523833378
13,"2016-01-26-94",14.1147334520171
13,"2016-01-26-106",14.0965193660776
13,"2016-01-26-118",14.0774614309274
13,"2016-01-26-130",14.0589133498241
13,"2016-01-26-142",14.0413216389801
13,"2016-01-28-58",14.0237851240017
13,"2016-01-28-70",14.0085406696965
13,"2016-01-28-82",13.9897708519167
13,"2016-01-28-94",13.9755179261227
13,"2016-01-28-106",13.9586391749975
13,"2016-01-28-118",13.940035924209
13,"2016-01-28-130",13.9214904218708
13,"2016-01-28-142",13.9043304080303
13,"2016-01-30-46",13.8876653655097
13,"2016-01-30-58",13.8710517809943
13,"2016-01-30-70",13.8553700745465
13,"2016-01-30-82",13.8384179381844
13,"2016-01-30-94",13.8232730264624
13,"2016-01-30-106",13.8059844504311
13,"2016-01-30-118",13.7883115368538
13,"2016-01-30-130",13.7715656029339
13,"2016-01-30-142",13.7539992862416
14,"2016-01-22-46",13.7621497873905
14,"2016-01-22-58",13.745635638454
14,"2016-01-22-70",13.7312348988893
14,"2016-01-22-82",13.7168777601797
14,"2016-01-22-94",13.7129267095404
14,"2016-01-22-106",13.7714875801746
14,"2016-01-22-118",13.7555366338001
14,"2016-01-22-130",13.7674444869983
14,"2016-01-22-142",13.7617426723987
14,"2016-01-24-58",13.7539184413259
14,"2016-01-24-70",13.7593598102605
14,"2016-01-24-82",13.7490066847037
14,"2016-01-24-94",13.7365558460259
14,"2016-01-24-106",13.7161878666783
14,"2016-01-24-118",13.7046744809277
14,"2016-01-24-130",13.6940419561848
14,"2016-01-24-142",13.6847088514221
14,"2016-01-26-46",13.7049391777705
14,"2016-01-26-58",13.7509098065237
14,"2016-01-26-70",13.7600511560741
14,"2016-01-26-82",13.7809155482402
14,"2016-01-26-94",13.8188951265206
14,"2016-01-26-106",13.8580775761418
14,"2016-01-26-118",13.8448996826825
14,"2016-01-26-130",13.8380102247458
14,"2016-01-26-142",13.8240692802058
14,"2016-01-28-58",13.8641555726308
14,"2016-01-28-70",13.8659829081541
14,"2016-01-28-82",13.8549738234171
14,"2016-01-28-94",13.8527351223458
14,"2016-01-28-106",13.8925049345656
14,"2016-01-28-118",13.8856389342347
14,"2016-01-28-130",13.9120849199303
14,"2016-01-28-142",13.8994725872426
14,"2016-01-30-46",13.9200795443251
14,"2016-01-30-58",13.9148606328187
14,"2016-01-30-70",13.9304814650366
14,"2016-01-30-82",13.9627719483651
14,"2016-01-30-94",13.9729924140366
14,"2016-01-30-106",13.9783077422601
14,"2016-01-30-118",13.9633240005859
14,"2016-01-30-130",13.9560781634042
14,"2016-01-30-142",13.941574227096
15,"2016-01-22-46",13.9359412678123
15,"2016-01-22-58",13.9190764740231
15,"2016-01-22-70",13.9022592249606
15,"2016-01-22-82",13.8858914012072
15,"2016-01-22-94",13.869569572944
15,"2016-01-22-106",13.8528927357821
15,"2016-01-22-118",13.8446037904372
15,"2016-01-22-130",13.8280035460842
15,"2016-01-22-142",13.8114496711288
15,"2016-01-24-58",13.7949419623585
15,"2016-01-24-70",13.7784802177733
15,"2016-01-24-82",13.7620642365766
15,"2016-01-24-94",13.7464868405775
15,"2016-01-24-106",13.7301608467051
15,"2016-01-24-118",13.7138800235667
15,"2016-01-24-130",13.6976441750779
15,"2016-01-24-142",13.6818471173453
15,"2016-01-26-46",13.6657001695278
15,"2016-01-26-58",13.6495976163037
15,"2016-01-26-70",13.6335392661669
15,"2016-01-26-82",13.617524928736
15,"2016-01-26-94",13.6015544147461
15,"2016-01-26-106",13.5860178561028
15,"2016-01-26-118",13.5701339692874
15,"2016-01-26-130",13.5542933459769
15,"2016-01-26-142",13.5384958012846
15,"2016-01-28-58",13.5231290489945
15,"2016-01-28-70",13.5126500648419
15,"2016-01-28-82",13.4969680725036
15,"2016-01-28-94",13.4813284802991
15,"2016-01-28-106",13.4657311083589
15,"2016-01-28-118",13.4505608375367
15,"2016-01-28-130",13.4350469265361
15,"2016-01-28-142",13.4195747035881
15,"2016-01-30-46",13.4041439929285
15,"2016-01-30-58",13.3887546198023
15,"2016-01-30-70",13.373406410456
15,"2016-01-30-82",13.3580991921304
15,"2016-01-30-94",13.3428327930537
15,"2016-01-30-106",13.3279874151993
15,"2016-01-30-118",13.3128017098269
15,"2016-01-30-130",13.2976563153902
15,"2016-01-30-142",13.2825510639907
16,"2016-01-22-46",13.2678638605154
16,"2016-01-22-58",13.2611429878912
16,"2016-01-22-70",13.2514243942374
16,"2016-01-22-82",13.2390968544622
16,"2016-01-22-94",13.22492275053
16,"2016-01-22-106",13.2107858768897
16,"2016-01-22-118",13.1963114079385
16,"2016-01-22-130",13.1815007329577
16,"2016-01-22-142",13.1671023384119
16,"2016-01-24-58",13.1523685424346
16,"2016-01-24-70",13.140652674417
16,"2016-01-24-82",13.1263641069111
16,"2016-01-24-94",13.1124840132161
16,"2016-01-24-106",13.0997522920297
16,"2016-01-24-118",13.0855726338009
16,"2016-01-24-130",13.0717993554639
16,"2016-01-24-142",13.0576925270895
16,"2016-01-26-46",13.0447278836758
16,"2016-01-26-58",13.0424701789828
16,"2016-01-26-70",13.0284579002114
16,"2016-01-26-82",13.0144816162845
16,"2016-01-26-94",13.0005411821149
16,"2016-01-26-106",12.9866364534116
16,"2016-01-26-118",12.9727672866742
16,"2016-01-26-130",12.958568708834
16,"2016-01-26-142",12.9447706373853
16,"2016-01-28-58",12.9393743798691
16,"2016-01-28-70",12.927453521482
16,"2016-01-28-82",12.9188273479004
16,"2016-01-28-94",12.9066011682395
16,"2016-01-28-106",12.892959286321
16,"2016-01-28-118",12.8793518909223
16,"2016-01-28-130",12.867221326309
16,"2016-01-28-142",12.8562016417649
16,"2016-01-30-46",12.8455692775343
16,"2016-01-30-58",12.8320911059607
16,"2016-01-30-70",12.8200809685215
16,"2016-01-30-82",12.8106071973415
16,"2016-01-30-94",12.7979394027073
16,"2016-01-30-106",12.7849462509015
16,"2016-01-30-118",12.7716290178345
16,"2016-01-30-130",12.7583449711797
16,"2016-01-30-142",12.745804965878
17,"2016-01-22-46",12.7329411338235
17,"2016-01-22-58",12.7211726746241
17,"2016-01-22-70",12.7101413408103
17,"2016-01-22-82",12.6970164118523
17,"2016-01-22-94",12.6849828611161
17,"2016-01-22-106",12.6722740318657
17,"2016-01-22-118",12.6595965161686
17,"2016-01-22-130",12.6469501929529
17,"2016-01-22-142",12.6346859421355
17,"2016-01-24-58",12.6214002576537
17,"2016-01-24-70",12.6095471947301
17,"2016-01-24-82",12.5963250201113
17,"2016-01-24-94",12.5831351509803
